"","Community.Name","State","Region","Latitude","Longitude","cumi_mean","ComEng","ComRel","PC1_scores_pd","PC1_scores_pc","PC1_scores_pov","PC1_scores_lf","PC1_scores_hc","Hazard","Vulnerability","Exposure","Risk","RiskCategoryM1","RiskCategoryM2"
"3108","West New York, NJ","NJ","Northeast",40.7860317,-74.0095067,265.595330333333,-0.182,-0.12,1.02402687759439,3.01935035757436,1.38505945329914,-0.800824464697579,0.0833449257202232,3,3,1,9,"High","High"
"3109","West Newbury, MA","MA","Northeast",42.7995647,-70.9644283,309.64843875,-0.182,-0.12,-1.16106431441449,-0.971394311821083,-0.851220768255539,-0.843007074824558,-0.951638392356331,4,1,1,4,"Medium","Moderate"
"3110","West Ocean City, MD","MD","Northeast",38.3473215,-75.1112428,215.504979166667,-0.091,-0.104,-0.295926859650739,-0.807025063949942,-0.921435196451481,0.0370442766304365,-0.059310122179045,2,1,1,2,"Low","Low"
"3111","West Orange, NJ","NJ","Northeast",40.7857553,-74.265058,269.4459555,-0.182,-0.12,-0.440609868665433,0.843725439499333,-0.577050261045904,-0.587235380167112,-1.01235645472614,3,1,1,3,"Low","Moderate"
"3112","West Orange, TX","TX","Southeast",30.0791365,-93.7595361,134.423276071429,-0.182,-0.12,0.55110474086747,-0.305399319988452,-0.183835379974094,0.254077818171625,0.87686890596583,2,2,1,4,"Medium","Moderate"
"3113","West Palm Beach, FL","FL","Southeast",26.7463623,-80.1250597,94.8574374666667,0.646,-0.112,0.538224810638772,0.919705366158801,0.559006250120054,-0.289035969203507,0.481307426438744,1,2,2,4,"Medium","Moderate"
"3114","West Park, FL","FL","Southeast",25.9786723,-80.1810098,102.2249444,-0.182,-0.12,1.38793566474685,1.51480334804498,1.83133964798949,-0.639002734770181,0.23686537402327,1,3,1,3,"Low","Moderate"
"3115","West Pensacola, FL","FL","Southeast",30.4267252,-87.2681145,133.797643333333,-0.182,-0.12,1.322410776106,0.0809225156258806,1.04668418400273,0.123700876037848,0.994086262744383,2,3,1,6,"Medium-high","Moderate"
"3116","West Perrine, FL","FL","Southeast",25.6060968,-80.3638712,108.816580714286,-0.182,-0.12,1.68040351712194,2.34385904817921,2.18577167407189,0.356493459986088,0.533914340343814,1,4,1,4,"Medium","Moderate"
"3117","West Puente Valley, CA","CA","West Coast",34.0522802,-117.9667167,267.210482666667,-0.182,-0.12,0.681005240867448,1.93264434160335,0.0922377964643168,0.584673772786874,-0.36587905672903,3,3,1,9,"High","High"
"3118","West Rancho Dominguez, CA","CA","West Coast",33.9043316,-118.2677765,282.289035454545,-0.182,-0.12,1.24831260578891,2.01614652882342,1.17590826213238,0.0585508774442592,0.175468071952335,4,3,1,12,"High","High"
"3119","West Samoset, FL","FL","Southeast",27.4702621,-82.5551891,125.2486178,-0.182,-0.12,2.79109699202557,2.01782562276114,3.48199241108562,0.00943196718848817,1.3093214134207,1,4,1,4,"Medium","Moderate"
"3120","West Sayville, NY","NY","Northeast",40.729739,-73.1052004,266.195261060606,0.022,-0.087,-0.511292037801522,-1.04265439047451,-0.918545841063071,-0.212942220747427,-0.86047642053294,3,1,1,3,"Low","Moderate"
"3121","West Side Highway, WA","WA","West Coast",46.1822041,-122.912525,145.52144,-0.182,-0.12,-0.403240413121035,-0.574168195932795,-0.372176327463858,0.1642507619296,0.390887098628055,2,1,1,2,"Low","Low"
"3122","West Tisbury, MA","MA","Northeast",41.3944058,-70.6564473,247.635960657895,-0.175,-0.116,-1.51510171156175,-0.919501057877524,-1.30742093012408,-0.526545379556787,-0.401704657815702,3,1,1,3,"Low","Moderate"
"3123","West University Place, TX","TX","Southeast",29.7154417,-95.4316281,113.569655555556,-0.182,-0.12,-1.43786943799261,-0.449668698657628,-1.12771745103741,-0.418225433782299,-2.46924787803497,1,1,1,1,"Low","Low"
"3124","West Vero Corridor, FL","FL","Southeast",27.6362433,-80.4905026,86.4532417424242,-0.182,-0.12,-0.53239711078864,-1.11881137513821,-0.462095351699398,3.67075069988612,1.67588178208882,1,3,1,3,"Low","Moderate"
"3125","West Warwick, RI","RI","Northeast",41.6790059,-71.5186877,221.76371,-0.182,-0.12,0.45350651913879,-0.487982820435539,0.24986998269707,-0.829576021605315,0.369575330715678,2,1,1,2,"Low","Low"
"3126","West Whittier-Los Nietos, CA","CA","West Coast",33.9760012,-118.0689253,271.624209117647,-0.182,-0.12,0.438803560556905,1.68093013200715,0.286915974404284,-0.0337211412811472,-0.0066560948855424,3,2,1,6,"Medium-high","Moderate"
"3127","West Wildwood, NJ","NJ","Northeast",39.0005979,-74.823573,227.550078035714,-0.182,-0.12,0.567265177867506,-0.926161889800601,-0.553269724416683,1.19067415266545,0.308657460693371,2,2,1,4,"Medium","Moderate"
"3128","Westbrook, CT","CT","Northeast",41.3036945,-72.4780169,257.859515454545,-0.181,-0.119,-0.291890352425235,-0.885432895481125,-0.96704254205898,-0.238127435255713,-0.241595285030178,3,1,1,3,"Low","Moderate"
"3129","Westbrook, ME","ME","Northeast",43.7079198,-70.3526019,329.22664,-0.182,-0.12,-0.0806459369322728,-0.417338602459249,0.575957892882128,-0.519023440202967,0.520298151240711,4,2,1,8,"High","High"
"3130","Westbury, NY","NY","Northeast",40.7598798,-73.5891846,263.984971086957,-0.182,-0.12,-0.59231702693361,1.23568374781122,-0.744110076206146,-0.439409829566803,-1.20052874107542,3,1,1,3,"Low","Moderate"
"3131","Westchase, FL","FL","Southeast",28.0634134,-82.5996816,134.480663958333,-0.182,-0.12,-0.923897390076993,-0.0994549631755249,-0.696123050574387,-1.49727299381537,-0.326069631550671,2,1,1,2,"Low","Low"
"3132","Westchester, FL","FL","Southeast",25.7470327,-80.336682,106.560812857143,-0.182,-0.12,0.0527819189701994,2.70895540965064,0.155510899029385,0.267531830173268,0.0368104957100292,1,3,1,3,"Low","Moderate"
"3133","Westerly/Bradford, RI","RI","Northeast",41.3274577,-71.778841,231.371903703704,-0.011,-0.114,0.129748175744629,-0.53024336348619,0.0180914904430198,-0.32247679392108,0.0370366284936393,2,1,1,2,"Low","Low"
"3134","Westfield, NJ","NJ","Northeast",40.6516437,-74.3434472,257.114999375,-0.182,-0.12,-1.09349234755463,-0.349912654596402,-1.06151769084544,-0.679419990153277,-1.82670006497683,3,1,1,3,"Low","Moderate"
"3135","Westgate, FL","FL","Southeast",26.6994068,-80.098805,93.8691280952381,-0.182,-0.12,2.12042079545946,3.01585227808531,2.96196880026028,-0.0710005896575158,0.860101949813417,1,4,1,4,"Medium","Moderate"
"3136","Westhampton Beach, NY","NY","Northeast",40.8069724,-72.6450716,269.509740294118,-0.182,-0.12,-0.76746726763302,-0.231209354948869,-0.504366732809057,0.80574669733154,-1.21439128881755,3,1,1,3,"Low","Moderate"
"3137","Westhampton, NY","NY","Northeast",40.8468037,-72.6598565,268.6254840625,-0.182,-0.12,-0.0771228464067815,-0.324820646813379,-0.695415961311964,0.176084053265894,-1.11248475756747,3,1,1,3,"Low","Moderate"
"3138","Westhaven-Moonstone, CA","CA","West Coast",41.0361699,-124.0914538,215.2225998,-0.182,-0.12,-0.378968514767876,-0.966416845277667,-1.31132889304023,1.25751250934054,0.434469344432975,2,1,1,2,"Low","Low"
"3139","Westlake Village, CA","CA","West Coast",34.1366751,-118.8173674,285.432266304348,-0.182,-0.12,-0.903475833401397,-0.462067763315384,-0.711175083384884,0.439565849444331,-1.81646632772962,4,1,1,4,"Medium","Moderate"
"3140","Westminster, CA","CA","West Coast",33.752289,-117.9938733,283.521012083333,-0.175,-0.119,0.366044061894019,1.98230479195619,0.670241782246349,0.0759848827721536,-0.0069302865459902,4,3,1,12,"High","High"
"3141","Westmont, CA","CA","West Coast",33.9416787,-118.3018377,284.26860673913,-0.182,-0.12,1.83576821192277,2.2102047982666,2.73628096435341,0.21467191269929,0.491549230653493,4,4,1,16,"High","High"
"3142","Weston, FL","FL","Southeast",26.1003909,-80.4020594,102.782232941176,-0.182,-0.12,-0.585143126609165,1.30584737377463,-0.495373474010283,-0.73444932444021,-1.1009411515527,1,1,1,1,"Low","Low"
"3143","Westport Island, ME","ME","Northeast",43.9046083,-69.6992334,346.098580833333,-0.1,-0.036,-0.728789432822061,-0.984567453840575,-1.09807915756064,0.25962580444898,0.534103630069134,4,1,1,4,"Medium","Moderate"
"3144","Westport, CT","CT","Northeast",41.1208312,-73.3434638,272.682170833333,-0.182,-0.12,-1.06611319609647,-0.511368271288997,-0.931334875488026,-0.0912092684429419,-2.33279906137379,4,1,1,4,"Medium","Moderate"
"3145","Westport, MA","MA","Northeast",41.5797936,-71.0818218,247.52334,0.769,-0.07,-0.406707408232973,-0.787568949726836,-0.618731407050248,-0.0305802742388512,-0.0608308603069019,3,1,2,6,"Medium-high","Moderate"
"3146","Westport, WA","WA","West Coast",46.8917744,-124.1198261,215.5557486,6.206,3.894,1.35841762027782,-0.338973865015083,1.00594474839337,0.97054640344086,1.10520953736404,2,3,4,24,"High","High"
"3147","Westview, FL","FL","Southeast",25.8823074,-80.2420277,103.955859615385,-0.182,-0.12,1.37334663257673,2.23473593065507,1.14098423934289,0.693934371020403,0.56933377330921,1,4,1,4,"Medium","Moderate"
"3148","Westville, NJ","NJ","Northeast",39.8689216,-75.1315842,249.689048333333,-0.182,-0.12,0.304882088575115,-0.503023688641652,0.188906113562752,-0.14686386030904,0.160860234927716,3,2,1,6,"Medium-high","Moderate"
"3149","Westwego, LA","LA","Southeast",29.9053656,-90.1435484,103.90032,0.5,-0.042,1.24667164482694,0.163521995111243,1.24083614887238,0.576730880936934,0.808803967062748,1,3,2,6,"Medium-high","Moderate"
"3150","Westwood Lakes, FL","FL","Southeast",25.7276383,-80.3693024,108.26091,-0.182,-0.12,0.17115982757659,2.85577108966047,0.0824604338739613,0.235750029836176,-0.260824734314512,1,3,1,3,"Low","Moderate"
"3151","Westwood, MA","MA","Northeast",42.2196452,-71.2167679,260.13715,-0.182,-0.12,-1.00879290833884,-0.638608737211026,-1.0945009044157,-0.545839168609843,-1.33235045038042,3,1,1,3,"Low","Moderate"
"3152","Wewahitchka, FL","FL","Southeast",30.1262061,-85.1907144,114.227302619048,-0.128,-0.1,2.08649096241858,-0.24825798567432,1.99013293611857,1.97722741708056,1.37084344829287,1,4,1,4,"Medium","Moderate"
"3153","Weymouth Town, MA","MA","Northeast",42.2066757,-70.9458452,288.417183809524,-0.132,-0.119,-0.326249304835877,-0.355129251048607,-0.445286105165927,-0.699115037331133,-0.196635769582256,4,1,1,4,"Medium","Moderate"
"3154","Wheatley Heights, NY","NY","Northeast",40.762508,-73.3704099,265.8701246,-0.182,-0.12,-0.758536737853931,0.857613910681624,-0.429108756151301,-0.821975310483297,-1.2518106105378,3,1,1,3,"Low","Moderate"
"3155","Wheeler, OR","OR","West Coast",45.6872655,-123.8871688,231.601514130435,-0.182,-0.12,0.423550268255873,-1.18655192315457,-0.694075800257419,0.546535841271565,1.10569712660022,2,2,1,4,"Medium","Moderate"
"3156","Whiskey Creek, FL","FL","Southeast",26.5711307,-81.8885627,119.489789047619,-0.182,-0.12,-1.11081065473193,-1.00411993216737,-0.90717337216629,0.207124778990445,0.114012913559578,1,1,1,1,"Low","Low"
"3157","White Center, WA","WA","West Coast",47.5092397,-122.3480626,144.8893,-0.182,-0.12,0.44503123438584,1.54177242564253,1.08092724718385,-0.839523024695685,0.345372846501139,2,3,1,6,"Medium-high","Moderate"
"3158","White City, FL","FL","Southeast",27.3721687,-80.3400637,90.8714789393939,-0.182,-0.12,-0.207853268435971,-0.652348962929072,0.56445324864456,-0.0618274649111157,0.56280358272252,1,2,1,2,"Low","Low"
"3159","White Mountain, AK","AK","Alaska",64.6823553,-163.4127546,270.899020714286,-0.155,-0.004,1.89640114620118,1.44571935805058,1.61749122420509,-1.32507808964506,1.2622664494946,3,3,1,9,"High","High"
"3160","White Plains, NY","NY","Northeast",41.023801,-73.7510508,272.850794333333,-0.182,-0.12,0.034953087377418,1.03710417885157,-0.132268865021734,-0.78137164280286,-0.620935297020976,4,1,1,4,"Medium","Moderate"
"3161","Whitefield, ME","ME","Northeast",44.198014,-69.6196894,315.923824444444,-0.182,-0.12,-0.265550502953843,-0.952421323789926,-0.102303346917058,-0.0156704383933607,0.812589095629798,4,1,1,4,"Medium","Moderate"
"3162","Whitemarsh Island, GA","GA","Southeast",32.0305215,-81.012595,47.2487420454545,-0.182,-0.12,-0.900645565024688,-0.444258037938535,-0.931557058428017,-0.698580350714534,-0.0571491318603803,1,1,1,1,"Low","Low"
"3163","Whitfield (Manatee County), FL","FL","Southeast",27.4107156,-82.5666548,123.700493653846,-0.182,-0.12,-0.304985614563018,-0.20753612834077,-0.18498625098567,0.726852052224447,-0.199982484260454,1,1,1,1,"Low","Low"
"3164","Whiting, ME","ME","Northeast",44.7603219,-67.2550471,354.007859285714,-0.168,-0.075,-0.292066301723876,-0.453151193038147,0.0650988841823554,0.529367455240034,0.951469132373865,4,2,1,8,"High","High"
"3165","Whitman, MA","MA","Northeast",42.0789741,-70.9393902,278.9530088,-0.182,-0.12,-0.423589740010999,-0.604848060906825,-0.487169713322131,-1.4481508443845,-0.0816738890694585,4,1,1,4,"Medium","Moderate"
"3166","Whittier, AK","AK","Alaska",60.7766828,-148.6646423,303.78003125,0.189,1.381,0.4344416326151,-0.525925028940983,0.286041455305585,0.147298894643587,1.00445008246044,4,2,3,24,"High","High"
"3167","Whittier, CA","CA","West Coast",33.9668274,-118.0201222,271.624209117647,-0.182,-0.12,0.0293564586349436,0.91452162033339,-0.00108499720943403,-0.434631121820613,-0.153703256828619,3,2,1,6,"Medium-high","Moderate"
"3168","Wild Peach Village, TX","TX","Southeast",29.0810382,-95.6372393,123.412658596491,-0.182,-0.12,0.633792241076418,-0.525375834176877,0.158313798358179,0.304533445590801,1.02873716919696,1,2,1,2,"Low","Low"
"3169","Wildwood Crest, NJ","NJ","Northeast",38.9725907,-74.8386064,227.550078035714,-0.068,-0.094,-0.49412912761789,-0.884631922588992,-0.834488343763713,1.11177958451013,-0.11714294809011,2,1,1,2,"Low","Low"
"3170","Wildwood, NJ","NJ","Northeast",38.9889136,-74.8198244,227.550078035714,0.489,0.005,1.73448370684138,0.13727161458876,1.61712937451671,1.14403614436801,0.393882572813503,2,4,2,16,"High","High"
"3171","Williamstown, NJ","NJ","Northeast",39.6841129,-74.9688194,248.436930909091,-0.182,-0.12,0.000964510565692703,-0.472085438440105,-0.040268096390647,-0.246674529675789,-0.235332209443219,3,1,1,3,"Low","Moderate"
"3172","Williston Park, NY","NY","Northeast",40.75875,-73.6465843,264.516322619048,-0.182,-0.12,-0.679825853094422,0.0394569724736264,-0.810349121464541,-0.471996924861782,-1.18378760305911,3,1,1,3,"Low","Moderate"
"3173","Williston, FL","FL","Southeast",29.3554076,-82.4703093,145.246423636364,-0.182,-0.12,0.854605784460421,0.192625768244039,1.92657869019998,0.503653647706485,1.03104937076761,2,3,1,6,"Medium-high","Moderate"
"3174","Willits, CA","CA","West Coast",39.4050065,-123.3488889,197.820491428571,-0.175,-0.118,0.546161625151678,0.149364656157376,1.32937589702624,1.30015584422132,0.799223719629184,2,3,1,6,"Medium-high","Moderate"
"3175","Willow Creek, CA","CA","West Coast",40.9391306,-123.6366662,207.58818,-0.182,-0.12,0.994301012181641,-0.693941982992646,0.894244141745533,0.125139451175593,1.13504000866723,2,2,1,4,"Medium","Moderate"
"3176","Willow, AK","AK","Alaska",61.8870223,-149.6197061,291.4656,-0.098,-0.09,0.0578185883800927,-0.859005694270793,0.405598238313409,-0.0250405161815166,0.918569004191846,4,2,1,8,"High","High"
"3177","Willowbrook, CA","CA","West Coast",33.9189317,-118.236045,280.069516904762,-0.182,-0.12,2.67763698277146,2.63280221894154,2.17211830630792,-0.240046245905783,0.358008261584924,4,4,1,16,"High","High"
"3178","Wilmington Island, GA","GA","Southeast",32.0011486,-80.975849,47.2487420454545,-0.182,-0.12,-0.861045440420103,-0.785603190723465,-0.953691058542368,-0.403097615122009,-0.0752925858504747,1,1,1,1,"Low","Low"
"3179","Wilmington Manor, DE","DE","Northeast",39.6858212,-75.5852247,326.577348,-0.182,-0.12,-0.127713417501679,0.176452536259931,-0.306189693600407,-0.559007145912431,0.099529449323797,4,1,1,4,"Medium","Moderate"
"3180","Wilmington, DE","DE","Northeast",39.7356508,-75.5321041,256.753635,0.02,-0.117,1.24138345921087,0.743285284355709,1.50989392318308,-0.36481190806756,0.379005322464462,3,3,1,9,"High","High"
"3181","Wilmington, NC","NC","Southeast",34.209225,-77.8857671,50.3172282716049,2.405,-0.1,0.492906135215485,-0.405808508242031,0.489566269305544,-0.455775540971926,0.560701963168518,1,2,4,8,"High","High"
"3182","Wilton Center, CT","CT","Northeast",41.1881435,-73.4299233,277.161509,-0.182,-0.12,-0.855486217630469,-0.184092291613196,-0.994851691774802,0.361486011201082,-0.399225183846166,4,1,1,4,"Medium","Moderate"
"3183","Wilton Manors, FL","FL","Southeast",26.1593098,-80.1393127,99.7238254861111,-0.182,-0.12,-0.186145209537019,-0.438921659164258,-0.416014954227954,-0.421868439801064,0.374171012909786,1,1,1,1,"Low","Low"
"3184","Wimauma, FL","FL","Southeast",27.6749088,-82.3131628,125.483907352941,-0.182,-0.12,2.15372264721653,2.01422736853419,2.43843164244297,-0.762242954946818,1.64656201468892,1,4,1,4,"Medium","Moderate"
"3185","Windham, NH","NH","Northeast",42.8110921,-71.3026878,290.464182222222,-0.182,-0.12,-0.906605264363541,-0.859532617574181,-0.972656200662589,-0.847669940301387,-1.60664640567788,4,1,1,4,"Medium","Moderate"
"3186","Windham/North Windham, ME","ME","Northeast",43.7946894,-70.4053294,319.662389333333,-0.182,-0.12,-0.844939705659742,-0.900596755101391,-0.529683868616951,-0.884116018468803,0.26720642068192,4,1,1,4,"Medium","Moderate"
"3187","Windsor, CA","CA","West Coast",38.5420993,-122.8086133,251.40181875,-0.182,-0.12,-0.578544294985856,0.129183538615539,-0.884843628277898,-0.440085579287588,-0.689174302165156,3,1,1,3,"Low","Moderate"
"3188","Windsor, NC","NC","Southeast",35.993022,-76.9399255,95.384875,-0.122,-0.106,1.24884834958438,0.369656159904623,0.998126432025196,1.71202507793281,1.01100129869879,1,4,1,4,"Medium","Moderate"
"3189","Winfall, NC","NC","Southeast",36.2116032,-76.4566738,123.701913888889,-0.182,-0.12,1.5214449320291,0.150723592018592,0.857165492646785,0.867961239756106,0.846273308655236,1,3,1,3,"Low","Moderate"
"3190","Winnie, TX","TX","Southeast",29.8167164,-94.3806725,131.5778496875,-0.08,-0.093,1.1375884427033,-0.524789454387212,0.211063141667908,-0.168513453236407,1.13365305771637,2,2,1,4,"Medium","Moderate"
"3191","Winslow, NJ","NJ","Northeast",39.7017223,-74.9083512,242.152948076923,-0.182,-0.12,0.172921005379112,0.109542382616844,-0.425564413666822,-0.862600985059448,-0.309539273467653,3,1,1,3,"Low","Moderate"
"3192","Winston, OR","OR","West Coast",43.1201264,-123.4241343,207.0349675,-0.182,-0.12,1.15485985200694,-0.237815398850459,2.13008014045658,0.593780543803061,1.15147856598061,2,3,1,6,"Medium-high","Moderate"
"3193","Winter Gardens, CA","CA","West Coast",32.8375271,-116.9265645,311.0356985,-0.182,-0.12,-0.148807890424482,-0.197419705178233,0.0941232588488172,-0.487741543269719,0.295933679182206,4,1,1,4,"Medium","Moderate"
"3194","Winter Harbor, ME","ME","Northeast",44.353843,-68.1384554,337.990972307692,0.604,1.526,-0.102699126753857,-0.96846231086367,0.327372815660827,0.58138433669556,0.832900617803981,4,2,4,32,"High","High"
"3195","Winterport, ME","ME","Northeast",44.6481259,-68.8612525,260.101116363636,-0.182,-0.12,-0.885146109039536,-0.97742925124446,-0.52524661375615,-1.35853027832617,0.807493411315646,3,1,1,3,"Low","Moderate"
"3196","Winters, CA","CA","West Coast",38.5332708,-121.975473,229.21426,-0.182,-0.12,0.315176241284044,0.741103211309876,-0.748721407065766,-0.705641979782661,0.238984940170658,2,1,1,2,"Low","Low"
"3197","Winthrop Town, MA","MA","Northeast",42.3755413,-70.9706464,308.112675789474,-0.098,-0.115,-0.122919188640589,-0.16587297301385,-0.361094244158418,-0.787165118774434,-0.285666652314575,4,1,1,4,"Medium","Moderate"
"3198","Wiscasset, ME","ME","Northeast",44.010754,-69.6780279,335.425917272727,-0.066,-0.012,-0.47892196775889,-0.0363861724952214,0.657792227810577,0.47184366993057,1.16761156777922,4,2,1,8,"High","High"
